sleep_hours,sleep_quality,energy,stress,state,sub_state,primary_issue,secondary_issue,mean,spread,focus_axis,resource_band,template_key
5,1,2,3,recovery,,,,2.75,4,sleep,min,recovery
5,1,2,4,mixed,mixed_severe,sleep_quality,energy,3,4,sleep,min,mixed_severe
5,1,2,5,mixed,mixed_severe,sleep_quality,energy,3.25,4,sleep,min,mixed_severe
5,1,3,1,recovery,,,,2.5,4,sleep,min,recovery
5,1,3,2,recovery,,,,2.75,4,sleep,min,recovery
5,1,3,3,single_issue,,sleep_quality,,3,4,sleep,min,single_issue
5,1,3,4,single_issue,,sleep_quality,,3.25,4,sleep,min,single_issue
5,1,3,5,single_issue,,sleep_quality,,3.5,4,sleep,min,single_issue
5,1,4,1,recovery,,,,2.75,4,sleep,min,recovery
5,1,4,2,mixed,mixed_severe,sleep_quality,stress,3,4,sleep,min,mixed_severe
5,1,4,3,single_issue,,sleep_quality,,3.25,4,sleep,min,single_issue
5,1,4,4,single_issue,,sleep_quality,,3.5,4,sleep,min,single_issue
5,1,4,5,single_issue,,sleep_quality,,3.75,4,sleep,min,single_issue
5,1,5,1,mixed,mixed_severe,sleep_quality,stress,3,4,sleep,min,mixed_severe
5,1,5,2,mixed,mixed_severe,sleep_quality,stress,3.25,4,sleep,min,mixed_severe
5,1,5,3,single_issue,,sleep_quality,,3.5,4,sleep,min,single_issue
5,1,5,4,single_issue,,sleep_quality,,3.75,4,sleep,min,single_issue
5,1,5,5,single_issue,,sleep_quality,,4,4,sleep,min,single_issue
5,2,1,1,emergency_recovery,,,,2.25,4,energy,min,emergency_recovery
5,2,1,2,emergency_recovery,,,,2.5,4,energy,min,emergency_recovery
5,2,1,3,recovery,,,,2.75,4,energy,min,recovery
5,2,1,4,mixed,mixed_severe,energy,sleep_quality,3,4,energy,min,mixed_severe
5,2,1,5,mixed,mixed_severe,energy,sleep_quality,3.25,4,energy,min,mixed_severe
5,2,2,1,emergency_recovery,,,,2.5,4,stress,min,emergency_recovery
5,2,2,2,emergency_recovery,,,,2.75,3,sleep,min,emergency_recovery
5,2,2,3,mixed,mixed_severe,sleep_quality,energy,3,3,sleep,min,mixed_severe
5,2,2,4,mixed,mixed_severe,sleep_quality,energy,3.25,3,sleep,min,mixed_severe
5,2,2,5,mixed,mixed_severe,sleep_quality,energy,3.5,3,sleep,min,mixed_severe
5,2,3,1,recovery,,,,2.75,4,stress,min,recovery
5,2,3,2,mixed,mixed_severe,sleep_quality,stress,3,3,sleep,min,mixed_severe
5,2,3,3,single_issue,,sleep_quality,,3.25,3,sleep,min,single_issue
5,2,3,4,single_issue,,sleep_quality,,3.5,3,sleep,min,single_issue
5,2,3,5,single_issue,,sleep_quality,,3.75,3,sleep,min,single_issue
5,2,4,1,mixed,mixed_severe,stress,sleep_quality,3,4,stress,min,mixed_severe
5,2,4,2,mixed,mixed_severe,sleep_quality,stress,3.25,3,sleep,min,mixed_severe
5,2,4,3,single_issue,,sleep_quality,,3.5,3,sleep,min,single_issue
5,2,4,4,single_issue,,sleep_quality,,3.75,3,sleep,min,single_issue
5,2,4,5,single_issue,,sleep_quality,,4,3,sleep,min,single_issue
5,2,5,1,mixed,mixed_severe,stress,sleep_quality,3.25,4,stress,min,mixed_severe
5,2,5,2,mixed,mixed_severe,sleep_quality,stress,3.5,3,sleep,min,mixed_severe
5,2,5,3,single_issue,,sleep_quality,,3.75,3,sleep,min,single_issue
5,2,5,4,single_issue,,sleep_quality,,4,3,sleep,min,single_issue
5,2,5,5,single_issue,,sleep_quality,,4.25,3,sleep,min,single_issue
5,3,1,1,recovery,,,,2.5,4,energy,min,recovery
5,3,1,2,recovery,,,,2.75,4,energy,min,recovery
5,3,1,3,single_issue,,energy,,3,4,energy,min,single_issue
5,3,1,4,single_issue,,energy,,3.25,4,energy,min,single_issue
5,3,1,5,single_issue,,energy,,3.5,4,energy,min,single_issue
5,3,2,1,recovery,,,,2.75,4,stress,min,recovery
5,3,2,2,mixed,mixed_severe,energy,stress,3,3,energy,min,mixed_severe
5,3,2,3,single_issue,,energy,,3.25,3,energy,min,single_issue
5,3,2,4,single_issue,,energy,,3.5,3,energy,min,single_issue
5,3,2,5,single_issue,,energy,,3.75,3,energy,min,single_issue
5,3,3,1,single_issue,,stress,,3,4,stress,min,single_issue
5,3,3,2,single_issue,,stress,,3.25,3,stress,min,single_issue
5,3,3,3,normal,borderline,,,3.5,2,sleep,medium,normal_borderline
5,3,3,4,normal,borderline,,,3.75,2,sleep,medium,normal_borderline
5,3,3,5,high_performance,,,,4,2,energy,medium,high_performance
5,3,4,1,single_issue,,stress,,3.25,4,stress,min,single_issue
5,3,4,2,single_issue,,stress,,3.5,3,stress,min,single_issue
5,3,4,3,normal,borderline,,,3.75,2,sleep,medium,normal_borderline
5,3,4,4,high_performance,,,,4,2,energy,max,high_performance
5,3,4,5,high_performance,,,,4.25,2,energy,max,high_performance
5,3,5,1,single_issue,,stress,,3.5,4,stress,min,single_issue
5,3,5,2,single_issue,,stress,,3.75,3,stress,min,single_issue
5,3,5,3,high_performance,,,,4,2,energy,max,high_performance
5,3,5,4,high_performance,,,,4.25,2,energy,max,high_performance
5,3,5,5,high_performance,,,,4.5,2,energy,max,high_performance
5,4,1,1,recovery,,,,2.75,4,energy,min,recovery
5,4,1,2,mixed,mixed_severe,energy,stress,3,4,energy,min,mixed_severe
5,4,1,3,single_issue,,energy,,3.25,4,energy,min,single_issue
5,4,1,4,single_issue,,energy,,3.5,4,energy,min,single_issue
5,4,1,5,single_issue,,energy,,3.75,4,energy,min,single_issue
5,4,2,1,mixed,mixed_severe,stress,energy,3,4,stress,min,mixed_severe
5,4,2,2,mixed,mixed_severe,energy,stress,3.25,3,energy,min,mixed_severe
5,4,2,3,single_issue,,energy,,3.5,3,energy,min,single_issue
5,4,2,4,single_issue,,energy,,3.75,3,energy,min,single_issue
5,4,2,5,single_issue,,energy,,4,3,energy,min,single_issue
5,4,3,1,single_issue,,stress,,3.25,4,stress,min,single_issue
5,4,3,2,single_issue,,stress,,3.5,3,stress,min,single_issue
5,4,3,3,normal,borderline,,,3.75,2,energy,medium,normal_borderline
5,4,3,4,high_performance,,,,4,2,energy,medium,high_performance
5,4,3,5,high_performance,,,,4.25,2,energy,medium,high_performance
5,4,4,1,single_issue,,stress,,3.5,4,stress,min,single_issue
5,4,4,2,single_issue,,stress,,3.75,3,stress,min,single_issue
5,4,4,3,high_performance,,,,4,2,energy,max,high_performance
5,4,4,4,high_performance,,,,4.25,1,energy,max,high_performance
5,4,4,5,high_performance,,,,4.5,1,energy,max,high_performance
5,4,5,1,single_issue,,stress,,3.75,4,stress,min,single_issue
5,4,5,2,single_issue,,stress,,4,3,stress,min,single_issue
5,4,5,3,high_performance,,,,4.25,2,energy,max,high_performance
5,4,5,4,high_performance,,,,4.5,1,energy,max,high_performance
5,4,5,5,high_performance,,,,4.75,1,energy,max,high_performance
5,5,1,1,mixed,mixed_severe,energy,stress,3,4,energy,min,mixed_severe
5,5,1,2,mixed,mixed_severe,energy,stress,3.25,4,energy,min,mixed_severe
5,5,1,3,single_issue,,energy,,3.5,4,energy,min,single_issue
5,5,1,4,single_issue,,energy,,3.75,4,energy,min,single_issue
5,5,1,5,single_issue,,energy,,4,4,energy,min,single_issue
5,5,2,1,mixed,mixed_severe,stress,energy,3.25,4,stress,min,mixed_severe
5,5,2,2,mixed,mixed_severe,energy,stress,3.5,3,energy,min,mixed_severe
5,5,2,3,single_issue,,energy,,3.75,3,energy,min,single_issue
5,5,2,4,single_issue,,energy,,4,3,energy,min,single_issue
5,5,2,5,single_issue,,energy,,4.25,3,energy,min,single_issue
5,5,3,1,single_issue,,stress,,3.5,4,stress,min,single_issue
5,5,3,2,single_issue,,stress,,3.75,3,stress,min,single_issue
5,5,3,3,high_performance,,,,4,2,energy,medium,high_performance
5,5,3,4,high_performance,,,,4.25,2,energy,medium,high_performance
5,5,3,5,high_performance,,,,4.5,2,energy,medium,high_performance
5,5,4,1,single_issue,,stress,,3.75,4,stress,min,single_issue
5,5,4,2,single_issue,,stress,,4,3,stress,min,single_issue
5,5,4,3,high_performance,,,,4.25,2,energy,max,high_performance
5,5,4,4,high_performance,,,,4.5,1,energy,max,high_performance
5,5,4,5,high_performance,,,,4.75,1,energy,max,high_performance
5,5,5,1,single_issue,,stress,,4,4,stress,min,single_issue
5,5,5,2,single_issue,,stress,,4.25,3,stress,min,single_issue
5,5,5,3,high_performance,,,,4.5,2,energy,max,high_performance
5,5,5,4,high_performance,,,,4.75,1,energy,max,high_performance
5,5,5,5,high_performance,,,,5,0,energy,max,high_performance
